Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,BldgType,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LandNotFlat,Shed,NoGarage,NFloors,SplitLvl,LvlFinished,RoofMatlCompShg,YearRemodDiff,OverallGoodQual,OverallPoorQual,OverallGoodCond,OverallPoorCond,LotDepth,LotShapeRatio,GrLivLotRatio,HouseLotAreaRatio,HouseLotAreaDiff,Garage1stFlrRatio,GrLiv1stFlrRatio,FloorsSFRatio,Bsmt1stFlrRatio,Bsmt2FlrRatio,Bsmt1FlrRatio,OverallQualCond,RailroadNearby,RoadNearby,PosSiteNearby,Bath,BsmtBath,BathTotal,QualTimes1stFlSF,QualTimes2ndFlSF,QualTimesGrLivArea,QualTimesLotArea,QualTimesGarageArea,QualTimesBath,QualTimesKitchen,CondTimes1stFlSF,CondTimes2ndFlSF,CondTimesGrLivArea,CondTimesLotArea,CondTimesGarageArea,CondTimesBath,CondTimesKitchen,GarageQualTimesArea,GarageCondTimesArea,GarageQualCond,ExterQualTimesLotArea,ExterQualTimesGrLivArea,ExterQualTimes1stFlrSF,ExterCondTimesLotArea,ExterCondTimesGrLivArea,ExterCondTimes1stFlrSF,RealEstateVol
779,90,RH,60,8400,4,Lvl,4,Inside,1,SawyerW,Duplex,5,5,1977,1977,Gable,Plywood,Plywood,BrkFace,320,3,3,Slab,-1,-1,-1,-1,0,-1,0,0,0,GasA,3,1,SBrkr,2020,0,0,2020,0,0,2,0,4,2,3,10,6,2,Detchd,1977,Unf,2,630,3,3,2,0,0,0,0,0,0,-1,0,10,2007,WD,Normal,144000,0,0,0,1,0,0,1,0,0,0,0,0,140,0.84729786038699995,0.240476190476,0.240476190476,-6380,0.31188118811900001,0,0,0,0,0,25,0,1,0,2,0,2,10100,0,10100,42000,3150,10,10,10100,0,10100,42000,3150,10,10,1890,1890,9,25200,6060,6060,25200,6060,6060,3446861
780,90,RL,78,10530,4,Lvl,4,Inside,1,Mitchel,Duplex,6,5,1977,1977,Gable,Plywood,ImStucc,BrkFace,90,3,3,CBlock,4,3,4,5,975,0,0,0,975,GasA,3,1,SBrkr,1004,0,0,1004,1,0,1,0,2,1,3,4,6,0,Attchd,1977,Unf,2,504,3,3,2,0,0,0,0,0,0,-1,0,5,2006,WD,Normal,135000,0,0,0,2,1,0,1,0,1,0,0,0,135,0.54856595174900002,0.095346628680000003,0.095346628680000003,-9526,0.50199203187300001,0,0,0.97111553784899995,0,0.97111553784899995,30,0,0,0,1,1,2,6024,0,6024,63180,3024,12,6,5020,0,5020,52650,2520,10,5,1512,1512,9,31590,3012,3012,31590,3012,3012,6039275
781,20,RL,63,7875,4,Lvl,4,Inside,1,Gilbert,1Fam,7,5,1995,1996,Gable,HdBoard,HdBoard,BrkFace,38,3,3,PConc,4,4,1,0,0,0,0,1237,1237,GasA,4,1,SBrkr,1253,0,0,1253,0,0,2,0,3,1,3,6,6,1,Attchd,1995,Fin,2,402,3,3,2,220,21,0,0,0,0,-1,0,6,2007,WD,Normal,176000,0,0,0,1,0,0,1,1,2,0,0,0,125,0.68517901091099997,0.15911111111099999,0.15911111111099999,-6622,0.32083000798099998,0,0,0.98723064644900005,0,0,35,0,0,0,2,0,2,8771,0,8771,55125,2814,14,7,6265,0,6265,39375,2010,10,5,1206,1206,9,23625,3759,3759,23625,3759,3759,10603823
782,60,RL,65,7153,4,Lvl,4,Inside,1,SawyerW,1Fam,6,5,1992,1992,Gable,VinylSd,VinylSd,None,0,4,4,PConc,4,3,1,4,387,0,0,374,761,GasA,5,1,SBrkr,810,793,0,1603,0,0,2,1,3,1,4,7,6,0,Attchd,1992,RFn,2,484,3,3,2,0,124,0,0,0,0,-1,0,7,2006,WD,Normal,175900,0,0,0,2,0,0,1,0,1,0,0,0,110.046153846,0.52651258831699999,0.22410177547900001,0.113239200336,-6343,0.59753086419799994,0.49469744229599999,0.97901234567899997,0.93950617284000004,0,0.47777777777800001,30,0,0,0,3,0,3,4860,4758,9618,42918,2904,18,6,4050,3965,8015,35765,2420,15,5,1452,1452,9,28612,6412,3240,28612,6412,3240,12275141
783,20,RL,67,16285,2,Lvl,4,Inside,1,CollgCr,1Fam,7,5,2001,2002,Gable,VinylSd,VinylSd,None,0,4,3,PConc,4,3,1,0,0,0,0,1413,1413,GasA,5,1,SBrkr,1430,0,0,1430,0,0,2,0,3,1,4,6,6,0,Attchd,2001,RFn,2,605,3,3,2,0,33,0,0,0,0,-1,0,6,2009,WD,Normal,187100,0,0,0,1,0,0,1,1,2,0,0,0,243.05970149300001,1.28861447893,0.087810868897800001,0.087810868897800001,-14855,0.42307692307700001,0,0,0.98811188811200001,0,0,35,0,0,0,2,0,2,10010,0,10010,113995,4235,14,7,7150,0,7150,81425,3025,10,5,1815,1815,9,65140,5720,5720,48855,4290,4290,10812395
784,85,RL,69,9101,3,Lvl,4,Corner,1,Mitchel,1Fam,5,6,1978,1978,Gable,Plywood,Plywood,BrkFace,104,3,4,PConc,4,3,3,5,1097,0,0,0,1097,GasA,5,1,SBrkr,1110,0,0,1110,1,0,1,0,1,1,4,4,6,1,Attchd,1978,Fin,2,602,3,3,2,303,30,0,0,0,0,-1,0,7,2009,WD,Normal,165500,0,0,0,2,1,0,1,0,0,0,1,0,131.89855072500001,0.64792656738300003,0.12196461927299999,0.12196461927299999,-7991,0.54234234234199996,0,0,0.98828828828799997,0,0.98828828828799997,30,0,0,0,1,1,2,5550,0,5550,45505,3010,10,5,6660,0,6660,54606,3612,12,6,1806,1806,9,27303,3330,3330,36404,4440,4440,12077049
785,75,RM,35,6300,4,Lvl,4,Inside,1,OldTown,1Fam,6,6,1914,2001,Gable,Wd Sdng,Wd Shng,None,0,3,3,CBlock,3,3,1,0,0,0,0,742,742,GasA,5,1,SBrkr,742,742,0,1484,0,0,2,0,3,1,3,9,6,1,-1.0,1980,-1.0,0,0,-1,-1,2,0,291,134,0,0,0,-1,0,6,2008,WD,Normal,128000,0,0,1,2.5,0,0,1,87,1,0,1,0,180,1.6376087894,0.235555555556,0.117777777778,-5558,0,0.5,1,1,0,0,36,0,0,0,2,0,2,4452,4452,8904,37800,0,12,6,4452,4452,8904,37800,0,12,6,-1,-1,-1,18900,4452,2226,18900,4452,2226,8656278
786,20,RL,69,9790,4,Lvl,4,Inside,1,NWAmes,1Fam,6,5,1967,1967,Gable,BrkFace,Wd Sdng,None,0,3,3,CBlock,3,3,1,2,251,1,630,491,1372,GasA,3,1,SBrkr,1342,0,0,1342,0,0,2,0,3,1,3,7,6,1,Attchd,1967,Unf,2,457,3,3,2,0,0,0,0,197,0,-1,0,9,2009,WD,Normal,161500,0,0,0,1,0,0,1,0,1,0,0,0,141.884057971,0.72090372632999999,0.137078651685,0.137078651685,-8448,0.340536512668,0,0,1.0223546944899999,0.46944858420300001,0.187034277198,30,0,1,0,2,0,2,8052,0,8052,58740,2742,12,6,6710,0,6710,48950,2285,10,5,1371,1371,9,29370,4026,4026,29370,4026,4026,3936987
787,50,RM,60,10800,4,Lvl,4,Inside,1,OldTown,1Fam,5,6,1915,1950,Gable,MetalSd,MetalSd,None,0,3,4,PConc,2,3,1,1,686,0,0,0,686,GasA,3,1,SBrkr,966,686,0,1652,1,0,2,0,4,1,3,7,6,0,Detchd,1961,Unf,1,416,3,3,2,0,0,196,0,0,0,-1,1200,6,2010,WD,Normal,139000,0,1,0,1.5,0,1,1,35,0,0,1,0,180,1.09861228867,0.15296296296299999,0.089444444444400001,-9834,0.43064182194599998,0.41525423728799998,0.710144927536,0.710144927536,0,0.710144927536,30,0,1,0,2,1,3,4830,3430,8260,54000,2080,15,5,5796,4116,9912,64800,2496,18,6,1248,1248,9,32400,4956,2898,43200,6608,3864,6539025
788,60,RL,76,10142,3,Lvl,4,Inside,1,SawyerW,1Fam,7,5,2004,2004,Gable,VinylSd,VinylSd,None,0,4,3,PConc,4,3,1,5,656,0,0,300,956,GasA,5,1,SBrkr,956,1128,0,2084,1,0,2,1,4,1,4,8,6,0,BuiltIn,2004,RFn,2,618,3,3,2,0,45,0,0,0,0,-1,0,1,2010,WD,Normal,233000,0,0,0,2,0,0,1,0,2,0,0,0,133.44736842099999,0.56297381578200001,0.20548215342100001,0.094261486886199994,-9186,0.64644351464399996,0.54126679462600003,1.1799163179900001,1,0,0.68619246861899996,35,0,0,0,3,1,4,6692,7896,14588,70994,4326,28,7,4780,5640,10420,50710,3090,20,5,1854,1854,9,40568,8336,3824,30426,6252,2868,1638526
789,20,RM,50,6000,4,Lvl,4,Corner,1,OldTown,1Fam,4,7,1954,2000,Gable,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,1,0,0,0,0,901,901,GasA,5,1,SBrkr,901,0,0,901,0,0,1,0,2,1,3,4,6,0,Detchd,1954,Unf,1,281,2,3,2,0,0,0,0,0,0,-1,0,8,2008,WD,Normal,107900,0,0,0,1,0,0,1,46,0,1,2,0,120,0.87546873735399999,0.15016666666699999,0.15016666666699999,-5099,0.31187569367399998,0,0,1,0,0,28,0,0,0,1,0,1,3604,0,3604,24000,1124,4,4,6307,0,6307,42000,1967,7,7,562,843,6,18000,2703,2703,18000,2703,2703,5686232
790,60,RL,69,12205,3,Low,4,Inside,1,ClearCr,1Fam,6,8,1966,2007,Gable,HdBoard,HdBoard,BrkFace,157,3,3,CBlock,3,2,4,1,568,0,0,264,832,GasA,4,1,SBrkr,976,1111,0,2087,0,0,2,1,5,1,4,9,6,0,Attchd,1966,Fin,2,444,3,3,2,133,168,0,0,0,0,-1,0,7,2007,WD,Normal,187500,1,0,0,2,0,0,1,41,1,0,3,0,176.884057971,0.94138797363299997,0.17099549365,0.0799672265465,-11229,0.45491803278699999,0.53234307618599996,1.13831967213,0.85245901639300004,0,0.58196721311499999,48,0,0,0,3,0,3,5856,6666,12522,73230,2664,18,6,7808,8888,16696,97640,3552,24,8,1332,1332,9,36615,6261,2928,36615,6261,2928,9965239
791,120,RL,43,3182,4,Lvl,4,Inside,1,Blmngtn,TwnhsE,7,5,2005,2006,Gable,VinylSd,VinylSd,BrkFace,11,4,3,PConc,4,3,1,5,16,0,0,1129,1145,GasA,5,1,SBrkr,1145,0,0,1145,0,0,2,0,2,1,4,5,6,1,Attchd,2005,Fin,2,397,3,3,2,100,16,0,0,0,0,-1,0,9,2009,WD,Normal,160200,0,0,0,1,0,0,1,1,2,0,0,0,74,0.54286497751100005,0.35983658076699998,0.35983658076699998,-2037,0.34672489083000002,0,0,1,0,0.0139737991266,35,0,0,0,2,0,2,8015,0,8015,22274,2779,14,7,5725,0,5725,15910,1985,10,5,1191,1191,9,12728,4580,4580,9546,3435,3435,3936987
792,80,RL,69,11333,3,Lvl,4,Corner,1,Mitchel,1Fam,6,5,1976,1976,Gable,HdBoard,HdBoard,None,0,3,3,PConc,4,3,3,4,539,0,0,490,1029,GasA,3,1,SBrkr,1062,0,0,1062,1,0,1,0,3,1,3,5,6,2,Attchd,1976,RFn,2,539,3,3,2,120,0,0,0,0,0,-1,0,5,2007,WD,Normal,146800,0,0,0,2,1,0,1,0,1,0,0,0,164.24637681199999,0.86726109353799996,0.093708638489400004,0.093708638489400004,-10271,0.50753295668499998,0,0,0.96892655367199998,0,0.50753295668499998,30,0,0,0,1,1,2,6372,0,6372,67998,3234,12,6,5310,0,5310,56665,2695,10,5,1617,1617,9,33999,3186,3186,33999,3186,3186,7304561
793,60,RL,92,9920,3,Lvl,4,CulDSac,1,NoRidge,1Fam,7,5,1996,1997,Gable,MetalSd,MetalSd,None,0,4,3,PConc,4,3,3,5,862,0,0,255,1117,GasA,5,1,SBrkr,1127,886,0,2013,1,0,2,1,3,1,3,8,6,1,Attchd,1997,Unf,2,455,3,3,2,180,130,0,0,0,0,-1,0,6,2007,WD,Normal,269790,0,0,0,2,0,0,1,1,2,0,0,0,107.826086957,0.15873104618100001,0.202923387097,0.113608870968,-8793,0.403726708075,0.44013909587700001,0.78615794143700002,0.99112688553700001,0,0.764862466726,35,0,0,0,3,1,4,7889,6202,14091,69440,3185,28,7,5635,4430,10065,49600,2275,20,5,1365,1365,9,39680,8052,4508,29760,6039,3381,10603823
794,20,RL,76,9158,4,Lvl,4,Inside,1,Somerst,1Fam,8,5,2007,2007,Gable,CemntBd,CmentBd,Stone,140,4,3,PConc,4,3,3,0,0,0,0,1496,1496,GasA,5,1,SBrkr,1496,0,0,1496,0,0,2,0,3,1,4,7,6,0,Attchd,2007,Fin,2,474,3,3,2,168,130,0,0,0,0,-1,0,6,2007,New,Partial,225000,0,0,0,1,0,0,1,0,3,0,0,0,120.5,0.46091641264400002,0.16335444420199999,0.16335444420199999,-7662,0.31684491978599999,0,0,1,0,0,40,0,0,0,2,0,2,11968,0,11968,73264,3792,16,8,7480,0,7480,45790,2370,10,5,1422,1422,9,36632,5984,5984,27474,4488,4488,10603823
795,60,RL,69,10832,3,Lvl,4,Corner,1,Gilbert,1Fam,7,5,1994,1996,Gable,MetalSd,MetalSd,None,0,4,3,PConc,4,3,1,0,0,0,0,712,712,GasA,5,1,SBrkr,1086,809,0,1895,0,0,2,1,3,1,4,7,6,1,Attchd,1994,Fin,2,409,3,3,2,143,46,0,0,0,0,-1,500,10,2008,WD,Normal,194500,0,1,0,2,0,0,1,2,2,0,0,0,156.985507246,0.82204698595799996,0.174944608567,0.10025849335299999,-9746,0.37661141804800002,0.42691292875999998,0.74493554327800005,0.65561694290999994,0,0,35,0,0,0,3,0,3,7602,5663,13265,75824,2863,21,7,5430,4045,9475,54160,2045,15,5,1227,1227,9,43328,7580,4344,32496,5685,3258,3667194
796,60,RL,70,8400,4,Lvl,4,Inside,1,SawyerW,1Fam,6,6,1980,1981,Gable,HdBoard,HdBoard,BrkFace,130,3,3,CBlock,4,3,1,0,0,0,0,650,650,GasA,3,1,SBrkr,888,676,0,1564,0,0,2,1,3,1,3,7,6,1,Attchd,1980,Unf,2,476,3,3,2,0,50,0,0,204,0,3,0,4,2010,WD,Normal,171000,0,0,0,2,0,0,1,1,1,0,1,0,120,0.53899650073299998,0.18619047619000001,0.105714285714,-7512,0.53603603603600003,0.43222506393900001,0.76126126126100002,0.73198198198200004,0,0,36,0,0,0,3,0,3,5328,4056,9384,50400,2856,18,6,5328,4056,9384,50400,2856,18,6,1428,1428,9,25200,4692,2664,25200,4692,2664,6682417
797,20,RL,71,8197,4,Lvl,4,Inside,1,Sawyer,1Fam,6,5,1977,1977,Gable,Plywood,Plywood,BrkFace,148,3,3,CBlock,3,3,1,0,0,0,0,660,660,GasA,5,1,SBrkr,1285,0,0,1285,0,0,1,1,3,1,3,7,6,1,Attchd,1977,RFn,2,528,3,3,2,138,0,0,0,0,0,3,0,4,2007,WD,Normal,143500,0,0,0,1,0,0,1,0,1,0,0,0,115.450704225,0.48616375856999999,0.156764670001,0.156764670001,-6912,0.41089494163399998,0,0,0.51361867704300002,0,0,30,0,0,0,2,0,2,7710,0,7710,49182,3168,12,6,6425,0,6425,40985,2640,10,5,1584,1584,9,24591,3855,3855,24591,3855,3855,3927770
798,20,RL,57,7677,4,Lvl,4,Inside,1,NAmes,1Fam,5,5,1953,1953,Gable,VinylSd,VinylSd,None,0,3,3,CBlock,3,3,1,3,570,0,0,203,773,GasA,4,1,SBrkr,773,0,0,773,0,0,1,0,2,1,3,4,6,0,Attchd,1953,Unf,1,240,3,3,2,0,0,0,0,0,0,-1,0,4,2008,WD,Abnorml,110000,0,0,0,1,0,0,1,0,0,0,0,0,134.68421052599999,0.85988158915900004,0.10069037384399999,0.10069037384399999,-6904,0.31047865459200003,0,0,1,0,0.73738680465700002,25,0,0,0,1,0,1,3865,0,3865,38385,1200,5,5,3865,0,3865,38385,1200,5,5,720,720,9,23031,2319,2319,23031,2319,2319,4141627
799,60,RL,104,13518,4,Lvl,4,Inside,1,NridgHt,1Fam,9,5,2008,2009,Hip,VinylSd,VinylSd,Stone,860,5,3,PConc,5,3,1,0,0,0,0,1926,1926,GasA,5,1,SBrkr,1966,1174,0,3140,0,0,3,1,4,1,5,11,6,2,BuiltIn,2009,Fin,3,820,3,3,2,144,78,0,0,0,0,-1,0,7,2009,New,Partial,485000,0,0,0,2,0,0,1,1,4,0,0,0,129.98076923100001,0.222995611378,0.23228288208299999,0.14543571534300001,-11552,0.41709053916599997,0.37388535031800002,0.59715157680599995,0.97965412004100005,0,0,45,0,0,0,4,0,4,17694,10566,28260,121662,7380,36,9,9830,5870,15700,67590,4100,20,5,2460,2460,9,67590,15700,9830,40554,9420,5898,12077049
800,50,RL,60,7200,4,Lvl,4,Corner,1,SWISU,1Fam,5,7,1937,1950,Gable,Wd Sdng,Wd Sdng,BrkFace,252,3,3,BrkTil,4,3,1,4,569,0,0,162,731,GasA,5,1,SBrkr,981,787,0,1768,1,0,1,1,3,1,4,7,6,2,Detchd,1939,Unf,1,240,3,3,2,0,0,264,0,0,0,3,0,6,2007,WD,Normal,175000,0,0,0,1.5,0,1,1,13,0,0,2,0,120,0.69314718056000002,0.245555555556,0.13625000000000001,-6219,0.244648318043,0.44513574660600003,0.802242609582,0.74515800203899996,0,0.58002038735999994,35,0,1,0,2,1,3,4905,3935,8840,36000,1200,15,5,6867,5509,12376,50400,1680,21,7,720,720,9,21600,5304,2943,21600,5304,2943,10603823
801,60,RL,79,12798,3,HLS,4,Inside,2,ClearCr,1Fam,6,5,1997,1997,Gable,VinylSd,VinylSd,None,0,3,3,PConc,4,3,4,5,462,0,0,154,616,GasA,4,1,SBrkr,616,1072,0,1688,1,0,2,1,4,1,4,8,6,0,Attchd,1997,RFn,2,603,3,3,2,403,114,185,0,0,0,-1,400,5,2008,WD,Normal,200000,1,1,0,2,0,0,1,0,1,0,0,0,162,0.71814848276499998,0.13189560868899999,0.048132520706399999,-12182,0.97889610389600001,0.63507109004700002,1.74025974026,1,0,0.75,30,0,1,0,3,1,4,3696,6432,10128,76788,3618,24,6,3080,5360,8440,63990,3015,20,5,1809,1809,9,38394,5064,1848,38394,5064,1848,7156710
802,30,RM,40,4800,4,Lvl,4,Inside,1,IDOTRR,1Fam,4,7,1916,1990,Gable,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,1,1,197,0,0,999,1196,GasA,5,1,FuseA,1196,0,0,1196,1,0,1,0,2,1,3,5,6,0,Detchd,1957,Unf,2,440,3,3,2,0,0,0,0,0,0,-1,0,7,2007,WD,Normal,109900,0,0,0,1,0,0,1,74,0,1,2,0,120,1.09861228867,0.24916666666699999,0.24916666666699999,-3604,0.367892976589,0,0,1,0,0.16471571906400001,28,0,0,0,1,1,2,4784,0,4784,19200,1760,8,4,8372,0,8372,33600,3080,14,7,1320,1320,9,14400,3588,3588,14400,3588,3588,9965239
803,60,RL,63,8199,4,Lvl,4,Inside,1,CollgCr,1Fam,7,5,2005,2005,Gable,WdShing,Wd Shng,None,0,4,3,PConc,4,3,3,5,648,0,0,80,728,GasA,5,1,SBrkr,728,728,0,1456,1,0,2,1,3,1,4,7,6,1,Attchd,2005,Fin,2,410,3,3,2,36,18,0,0,0,0,-1,0,10,2008,WD,Normal,189000,0,0,0,2,0,0,1,0,2,0,0,0,130.14285714299999,0.72549802181300005,0.17758263202800001,0.088791316014099994,-7471,0.56318681318700003,0.5,1,1,0,0.89010989010999997,35,0,0,0,3,1,4,5096,5096,10192,57393,2870,28,7,3640,3640,7280,40995,2050,20,5,1230,1230,9,32796,5824,2912,24597,4368,2184,3667194
804,60,RL,107,13891,4,Lvl,4,Inside,1,NridgHt,1Fam,9,5,2008,2009,Hip,VinylSd,VinylSd,Stone,424,5,3,PConc,5,3,4,0,0,0,0,1734,1734,GasA,5,1,SBrkr,1734,1088,0,2822,0,0,3,1,4,1,5,12,6,1,BuiltIn,2009,RFn,3,1020,3,3,2,52,170,0,0,192,0,-1,0,1,2009,New,Partial,582933,0,0,0,2,0,0,1,1,4,0,0,0,129.82242990699999,0.19333875847400001,0.203153120726,0.124829025988,-12157,0.58823529411800002,0.38554216867500002,0.62745098039199998,1,0,0,45,0,0,0,4,0,4,15606,9792,25398,125019,9180,36,9,8670,5440,14110,69455,5100,20,5,3060,3060,9,69455,14110,8670,41673,8466,5202,2276826
805,20,RL,75,9000,4,Lvl,4,Inside,1,NAmes,1Fam,5,5,1954,1954,Gable,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,3,3,1,1,812,0,0,124,936,GasA,3,1,SBrkr,1128,0,0,1128,0,0,1,0,2,1,3,5,5,0,Attchd,1954,Unf,1,286,3,3,2,0,0,0,0,0,0,2,0,6,2006,WD,Family,118000,0,0,0,1,0,0,1,0,0,0,0,0,120,0.47000362924599998,0.12533333333300001,0.12533333333300001,-7872,0.25354609929100003,0,0,0.82978723404300003,0,0.71985815602799996,25,0,0,0,1,0,1,5640,0,5640,45000,1430,5,5,5640,0,5640,45000,1430,5,5,858,858,9,27000,3384,3384,27000,3384,3384,8269600
806,20,RL,91,12274,3,Lvl,4,FR2,1,Somerst,1Fam,7,5,2008,2008,Gable,VinylSd,VinylSd,Stone,256,4,3,PConc,4,3,1,0,0,0,0,1417,1417,GasA,5,1,SBrkr,1428,0,0,1428,0,0,2,0,3,1,5,6,6,0,Attchd,2008,RFn,2,554,3,3,2,0,60,0,0,0,0,-1,0,7,2008,New,Partial,227680,0,0,0,1,0,0,1,0,2,0,0,0,134.879120879,0.39351946991499998,0.11634349030500001,0.11634349030500001,-10846,0.387955182073,0,0,0.99229691876799997,0,0,35,0,0,0,2,0,2,9996,0,9996,85918,3878,14,7,7140,0,7140,61370,2770,10,5,1662,1662,9,49096,5712,5712,36822,4284,4284,8553570
807,80,RL,75,9750,4,Lvl,4,Inside,1,NAmes,1Fam,5,5,1967,1967,Gable,VinylSd,VinylSd,None,0,3,3,PConc,3,3,3,4,400,2,480,100,980,GasA,4,1,SBrkr,980,0,0,980,0,0,2,0,3,1,3,6,6,0,Attchd,1967,Fin,1,384,3,3,2,68,0,0,0,0,0,-1,0,10,2006,WD,Normal,135500,0,0,0,2,1,0,1,0,0,0,0,0,130,0.55004633691899996,0.10051282051300001,0.10051282051300001,-8770,0.39183673469399999,0,0,1,0.48979591836699998,0.408163265306,25,0,0,0,2,0,2,4900,0,4900,48750,1920,10,5,4900,0,4900,48750,1920,10,5,1152,1152,9,29250,2940,2940,29250,2940,2940,4136561
808,70,RL,144,21384,4,Lvl,4,Inside,1,BrkSide,1Fam,5,6,1923,2004,Gable,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,3,3,4,5,1309,0,0,15,1324,GasA,5,1,SBrkr,1072,504,0,1576,2,0,1,1,3,1,4,6,6,1,Attchd,1923,RFn,2,528,3,3,2,0,312,0,0,0,0,-1,0,5,2009,WD,Normal,223500,0,0,0,2,0,0,1,81,0,0,1,0,148.5,0.030771658666800001,0.073699962588900006,0.050130939019800001,-20312,0.492537313433,0.31979695431499999,0.47014925373100003,1.2350746268699999,0,1.2210820895500001,30,0,0,0,2,2,4,5360,2520,7880,106920,2640,20,5,6432,3024,9456,128304,3168,24,6,1584,1584,9,64152,4728,3216,64152,4728,3216,6085869
809,80,RL,85,13400,4,Lvl,4,Inside,1,NAmes,1Fam,5,5,1966,1966,Gable,VinylSd,VinylSd,BrkFace,1047,3,3,CBlock,3,3,3,4,516,3,128,380,1024,GasA,3,1,SBrkr,1086,0,0,1086,1,0,1,0,3,1,3,6,6,1,Attchd,1966,RFn,2,484,3,3,2,0,0,0,0,0,0,2,0,6,2006,WD,Normal,159950,0,0,0,2,1,0,1,0,0,0,0,0,157.647058824,0.61770747295799999,0.081044776119400003,0.081044776119400003,-12314,0.44567219152900001,0,0,0.942909760589,0.11786372007400001,0.47513812154700003,25,0,0,0,1,1,2,5430,0,5430,67000,2420,10,5,5430,0,5430,67000,2420,10,5,1452,1452,9,40200,3258,3258,40200,3258,3258,8269600
810,75,RM,90,8100,4,Lvl,4,Corner,1,OldTown,1Fam,5,5,1898,1965,Hip,AsbShng,AsbShng,None,0,3,3,PConc,3,3,1,0,0,0,0,849,849,GasA,3,0,FuseA,1075,1063,0,2138,0,0,2,0,2,3,3,11,6,0,Detchd,1910,Unf,2,360,2,1,0,40,156,0,0,0,0,3,0,11,2009,WD,Normal,106000,0,0,0,2.5,0,0,1,67,0,0,0,0,90,0,0.26395061728399999,0.132716049383,-7025,0.33488372093000002,0.49719363891500001,0.98883720930200003,0.78976744186000003,0,0,25,0,0,0,2,0,2,5375,5315,10690,40500,1800,10,15,5375,5315,10690,40500,1800,10,15,720,360,2,24300,6414,3225,24300,6414,3225,3440400
811,20,RL,78,10140,4,Lvl,4,Inside,1,NWAmes,1Fam,6,6,1974,1999,Hip,HdBoard,HdBoard,BrkFace,99,3,3,CBlock,3,3,1,4,663,1,377,0,1040,GasA,2,1,SBrkr,1309,0,0,1309,1,0,1,1,3,1,4,5,6,1,Attchd,1974,RFn,2,484,3,3,2,265,0,0,0,0,648,4,0,1,2006,WD,Normal,181000,0,0,0,1,0,0,1,25,1,0,1,0,130,0.51082562376600005,0.12909270216999999,0.12909270216999999,-8831,0.36974789916,0,0,0.79449961802900004,0.28800611153599998,0.50649350649400005,36,0,0,0,2,1,3,7854,0,7854,60840,2904,18,6,7854,0,7854,60840,2904,18,6,1452,1452,9,30420,3927,3927,30420,3927,3927,2010900
812,120,RM,69,4438,4,Lvl,4,Inside,1,CollgCr,TwnhsE,6,5,2004,2004,Gable,VinylSd,VinylSd,BrkFace,169,4,3,PConc,4,3,4,5,662,0,0,186,848,GasA,5,1,SBrkr,848,0,0,848,1,0,1,0,1,1,4,4,6,1,Attchd,2004,Fin,2,420,3,3,2,140,0,0,0,0,0,-1,0,6,2008,other,Normal,144500,0,0,0,1,0,0,1,0,1,0,0,0,64.318840579699994,0.070253905702000005,0.19107706174,0.19107706174,-3590,0.49528301886800002,0,0,1,0,0.78066037735799998,30,0,0,0,1,1,2,5088,0,5088,26628,2520,12,6,4240,0,4240,22190,2100,10,5,1260,1260,9,17752,3392,3392,13314,2544,2544,8656278
813,20,C (all),66,8712,4,Bnk,4,Inside,2,IDOTRR,1Fam,5,5,1952,1952,Hip,Wd Sdng,Wd Sdng,None,0,2,3,CBlock,3,3,3,0,0,0,0,540,540,GasA,3,0,FuseA,1044,0,0,1044,0,0,1,0,2,1,2,4,6,0,Basment,1952,Unf,2,504,3,3,0,0,0,0,0,0,0,-1,54,6,2010,WD,Alloca,55993,1,1,0,1,0,0,1,0,0,0,0,0,132,0.69314718056000002,0.119834710744,0.119834710744,-7668,0.48275862068999997,0,0,0.51724137931000003,0,0,25,0,0,0,1,0,1,5220,0,5220,43560,2520,5,5,5220,0,5220,43560,2520,5,5,1512,1512,9,17424,2088,2088,26136,3132,3132,6539025
